split,category,count,feature,observation_level
train,REBL|DRC|NABO,1,underlyings,rfq
train,REBL|DRC|SITH,1,underlyings,rfq
train,REBL|DRC|TECH,1,underlyings,rfq
train,REBL|HTTX,26,underlyings,rfq
train,REBL|HTTX|CLNE,1,underlyings,rfq
train,REBL|HTTX|JEDI,1,underlyings,rfq
train,REBL|HTTX|NABO,2,underlyings,rfq
train,REBL|HTTX|POBK,1,underlyings,rfq
train,REBL|JEDI,35,underlyings,rfq
train,REBL|JEDI|BSKR,2,underlyings,rfq
train,REBL|JEDI|CLNE,1,underlyings,rfq
train,REBL|JEDI|CORL,1,underlyings,rfq
train,REBL|JEDI|HTTX,1,underlyings,rfq
train,REBL|JEDI|NABO,2,underlyings,rfq
train,REBL|JEDI|TECH,1,underlyings,rfq
train,REBL|JEDI|WOOK,3,underlyings,rfq
train,REBL|KYBR,28,underlyings,rfq
train,REBL|KYBR|JEDI,1,underlyings,rfq
train,REBL|KYBR|NABO,1,underlyings,rfq
train,REBL|MNDO,34,underlyings,rfq
train,REBL|MNDO|CLNE,1,underlyings,rfq
train,REBL|MNDO|CORL,1,underlyings,rfq
train,REBL|MNDO|HTTX,2,underlyings,rfq
train,REBL|MNDO|JEDI,4,underlyings,rfq
train,REBL|MNDO|POBK,1,underlyings,rfq
train,REBL|MNDO|SITH,1,underlyings,rfq
train,REBL|NABO,30,underlyings,rfq
train,REBL|NABO|DRC,3,underlyings,rfq
train,REBL|NABO|KYBR,1,underlyings,rfq
train,REBL|NABO|POBK,1,underlyings,rfq
train,REBL|NABO|TECH,1,underlyings,rfq
train,REBL|NABO|WOOK,2,underlyings,rfq
train,REBL|POBK,34,underlyings,rfq
train,REBL|POBK|BSKR,1,underlyings,rfq
train,REBL|POBK|CORL,1,underlyings,rfq
train,REBL|POBK|HTTX,1,underlyings,rfq
train,REBL|POBK|JEDI,1,underlyings,rfq
train,REBL|POBK|NABO,1,underlyings,rfq
train,REBL|POBK|TECH,1,underlyings,rfq
train,REBL|POBK|WOOK,1,underlyings,rfq
train,REBL|SITH,29,underlyings,rfq
train,REBL|SITH|BSKR,1,underlyings,rfq
train,REBL|SITH|CLNE,1,underlyings,rfq
train,REBL|SITH|CORL,2,underlyings,rfq
train,REBL|SITH|DRC,1,underlyings,rfq
train,REBL|SITH|HTTX,2,underlyings,rfq
train,REBL|SITH|MNDO,1,underlyings,rfq
train,REBL|SITH|NABO,2,underlyings,rfq
train,REBL|SITH|TECH,2,underlyings,rfq
train,REBL|TECH,30,underlyings,rfq
train,REBL|TECH|BSKR,1,underlyings,rfq
train,REBL|TECH|CORL,2,underlyings,rfq
train,REBL|TECH|MNDO,1,underlyings,rfq
train,REBL|TECH|NABO,1,underlyings,rfq
train,REBL|TECH|POBK,1,underlyings,rfq
train,REBL|TECH|WOOK,1,underlyings,rfq
train,REBL|WOOK,24,underlyings,rfq
train,REBL|WOOK|CLNE,2,underlyings,rfq
train,REBL|WOOK|CORL,3,underlyings,rfq
train,REBL|WOOK|DRC,3,underlyings,rfq
train,REBL|WOOK|HTTX,5,underlyings,rfq
train,REBL|WOOK|JEDI,1,underlyings,rfq
train,REBL|WOOK|MNDO,1,underlyings,rfq
train,REBL|WOOK|SITH,1,underlyings,rfq
train,REBL|WOOK|TECH,3,underlyings,rfq
train,SITH,260,underlyings,rfq
train,SITH|BSKR,31,underlyings,rfq
train,SITH|BSKR|CLNE,1,underlyings,rfq
train,SITH|BSKR|CORL,3,underlyings,rfq
train,SITH|BSKR|DRC,1,underlyings,rfq
train,SITH|BSKR|KYBR,1,underlyings,rfq
train,SITH|BSKR|MNDO,1,underlyings,rfq
train,SITH|BSKR|NABO,2,underlyings,rfq
train,SITH|BSKR|REBL,2,underlyings,rfq
train,SITH|CLNE,29,underlyings,rfq
train,SITH|CLNE|BSKR,1,underlyings,rfq
train,SITH|CLNE|DRC,1,underlyings,rfq
train,SITH|CLNE|JEDI,2,underlyings,rfq
train,SITH|CLNE|KYBR,2,underlyings,rfq
train,SITH|CORL,32,underlyings,rfq
train,SITH|CORL|BSKR,1,underlyings,rfq
train,SITH|CORL|KYBR,2,underlyings,rfq
train,SITH|CORL|MNDO,1,underlyings,rfq
train,SITH|CORL|POBK,1,underlyings,rfq
train,SITH|CORL|REBL,1,underlyings,rfq
train,SITH|CORL|TECH,1,underlyings,rfq
train,SITH|DRC,23,underlyings,rfq
train,SITH|DRC|BSKR,1,underlyings,rfq
train,SITH|DRC|CLNE,1,underlyings,rfq
train,SITH|DRC|JEDI,1,underlyings,rfq
train,SITH|DRC|KYBR,2,underlyings,rfq
train,SITH|DRC|MNDO,1,underlyings,rfq
train,SITH|DRC|NABO,1,underlyings,rfq
train,SITH|DRC|POBK,1,underlyings,rfq
train,SITH|DRC|REBL,1,underlyings,rfq
train,SITH|DRC|TECH,1,underlyings,rfq
train,SITH|DRC|WOOK,1,underlyings,rfq
train,SITH|HTTX,19,underlyings,rfq
train,SITH|HTTX|CORL,2,underlyings,rfq
train,SITH|HTTX|DRC,1,underlyings,rfq
train,SITH|HTTX|JEDI,2,underlyings,rfq
train,SITH|HTTX|KYBR,1,underlyings,rfq
train,SITH|HTTX|MNDO,1,underlyings,rfq
train,SITH|HTTX|REBL,1,underlyings,rfq
train,SITH|HTTX|TECH,1,underlyings,rfq
train,SITH|HTTX|WOOK,1,underlyings,rfq
train,SITH|JEDI,32,underlyings,rfq
train,SITH|JEDI|BSKR,1,underlyings,rfq
train,SITH|JEDI|CLNE,1,underlyings,rfq
train,SITH|JEDI|DRC,1,underlyings,rfq
train,SITH|JEDI|MNDO,1,underlyings,rfq
train,SITH|JEDI|NABO,1,underlyings,rfq
train,SITH|JEDI|POBK,2,underlyings,rfq
train,SITH|KYBR,31,underlyings,rfq
train,SITH|KYBR|MNDO,1,underlyings,rfq
train,SITH|KYBR|POBK,2,underlyings,rfq
train,SITH|KYBR|REBL,1,underlyings,rfq
train,SITH|MNDO,26,underlyings,rfq
train,SITH|MNDO|BSKR,1,underlyings,rfq
train,SITH|MNDO|CORL,1,underlyings,rfq
train,SITH|MNDO|HTTX,1,underlyings,rfq
train,SITH|MNDO|NABO,4,underlyings,rfq
train,SITH|MNDO|POBK,3,underlyings,rfq
train,SITH|MNDO|REBL,1,underlyings,rfq
train,SITH|MNDO|TECH,1,underlyings,rfq
train,SITH|MNDO|WOOK,3,underlyings,rfq
train,SITH|NABO,19,underlyings,rfq
train,SITH|NABO|CLNE,1,underlyings,rfq
train,SITH|NABO|DRC,2,underlyings,rfq
train,SITH|NABO|HTTX,1,underlyings,rfq
train,SITH|NABO|JEDI,2,underlyings,rfq
train,SITH|NABO|MNDO,2,underlyings,rfq
train,SITH|NABO|REBL,1,underlyings,rfq
train,SITH|NABO|WOOK,2,underlyings,rfq
train,SITH|POBK,29,underlyings,rfq
train,SITH|POBK|BSKR,1,underlyings,rfq
train,SITH|POBK|CORL,1,underlyings,rfq
train,SITH|POBK|HTTX,2,underlyings,rfq
train,SITH|POBK|JEDI,1,underlyings,rfq
train,SITH|POBK|KYBR,1,underlyings,rfq
train,SITH|POBK|NABO,1,underlyings,rfq
train,SITH|POBK|TECH,2,underlyings,rfq
train,SITH|POBK|WOOK,1,underlyings,rfq
train,SITH|REBL,24,underlyings,rfq
train,SITH|REBL|BSKR,3,underlyings,rfq
train,SITH|REBL|CORL,1,underlyings,rfq
train,SITH|REBL|DRC,1,underlyings,rfq
train,SITH|REBL|JEDI,2,underlyings,rfq
train,SITH|REBL|MNDO,1,underlyings,rfq
train,SITH|REBL|NABO,2,underlyings,rfq
train,SITH|REBL|TECH,1,underlyings,rfq
train,SITH|REBL|WOOK,1,underlyings,rfq
train,SITH|TECH,17,underlyings,rfq
train,SITH|TECH|BSKR,2,underlyings,rfq
train,SITH|TECH|CORL,1,underlyings,rfq
train,SITH|TECH|DRC,3,underlyings,rfq
train,SITH|TECH|KYBR,3,underlyings,rfq
train,SITH|TECH|MNDO,2,underlyings,rfq
train,SITH|TECH|POBK,1,underlyings,rfq
train,SITH|TECH|WOOK,4,underlyings,rfq
train,SITH|WOOK,31,underlyings,rfq
train,SITH|WOOK|CLNE,1,underlyings,rfq
train,SITH|WOOK|CORL,1,underlyings,rfq
train,SITH|WOOK|DRC,1,underlyings,rfq
train,SITH|WOOK|HTTX,1,underlyings,rfq
train,SITH|WOOK|JEDI,1,underlyings,rfq
train,SITH|WOOK|MNDO,1,underlyings,rfq
train,SITH|WOOK|TECH,1,underlyings,rfq
train,TECH,255,underlyings,rfq
train,TECH|BSKR,33,underlyings,rfq
train,TECH|BSKR|CORL,2,underlyings,rfq
train,TECH|BSKR|DRC,1,underlyings,rfq
train,TECH|BSKR|HTTX,1,underlyings,rfq
train,TECH|BSKR|JEDI,1,underlyings,rfq
train,TECH|BSKR|NABO,3,underlyings,rfq
train,TECH|CLNE,31,underlyings,rfq
train,TECH|CLNE|BSKR,1,underlyings,rfq
train,TECH|CLNE|HTTX,2,underlyings,rfq
train,TECH|CLNE|JEDI,3,underlyings,rfq
train,TECH|CLNE|NABO,1,underlyings,rfq
train,TECH|CLNE|REBL,1,underlyings,rfq
train,TECH|CLNE|WOOK,1,underlyings,rfq
train,TECH|CORL,35,underlyings,rfq
train,TECH|CORL|CLNE,1,underlyings,rfq
train,TECH|CORL|DRC,1,underlyings,rfq
train,TECH|CORL|NABO,5,underlyings,rfq
train,TECH|CORL|POBK,1,underlyings,rfq
train,TECH|CORL|REBL,1,underlyings,rfq
train,TECH|DRC,25,underlyings,rfq
train,TECH|DRC|CLNE,1,underlyings,rfq
train,TECH|DRC|CORL,1,underlyings,rfq
train,TECH|DRC|HTTX,1,underlyings,rfq
train,TECH|DRC|NABO,1,underlyings,rfq
train,TECH|DRC|POBK,1,underlyings,rfq
train,TECH|HTTX,28,underlyings,rfq
train,TECH|HTTX|BSKR,1,underlyings,rfq
train,TECH|HTTX|CORL,1,underlyings,rfq
train,TECH|HTTX|DRC,2,underlyings,rfq
train,TECH|HTTX|JEDI,1,underlyings,rfq
train,TECH|HTTX|KYBR,1,underlyings,rfq
train,TECH|HTTX|MNDO,3,underlyings,rfq
train,TECH|HTTX|POBK,2,underlyings,rfq
train,TECH|HTTX|REBL,1,underlyings,rfq
train,TECH|HTTX|WOOK,1,underlyings,rfq
train,TECH|JEDI,32,underlyings,rfq
train,TECH|JEDI|CLNE,3,underlyings,rfq
train,TECH|JEDI|DRC,1,underlyings,rfq
train,TECH|JEDI|HTTX,1,underlyings,rfq
train,TECH|JEDI|MNDO,2,underlyings,rfq
train,TECH|JEDI|POBK,1,underlyings,rfq
train,TECH|JEDI|REBL,1,underlyings,rfq
train,TECH|JEDI|WOOK,2,underlyings,rfq
train,TECH|KYBR,17,underlyings,rfq
train,TECH|KYBR|BSKR,1,underlyings,rfq
train,TECH|KYBR|DRC,2,underlyings,rfq
train,TECH|KYBR|NABO,3,underlyings,rfq
train,TECH|KYBR|REBL,1,underlyings,rfq
train,TECH|KYBR|SITH,2,underlyings,rfq
train,TECH|MNDO,30,underlyings,rfq
train,TECH|MNDO|BSKR,1,underlyings,rfq
train,TECH|MNDO|JEDI,1,underlyings,rfq
train,TECH|MNDO|NABO,1,underlyings,rfq
train,TECH|MNDO|POBK,1,underlyings,rfq
train,TECH|MNDO|WOOK,2,underlyings,rfq
train,TECH|NABO,20,underlyings,rfq
train,TECH|NABO|BSKR,2,underlyings,rfq
train,TECH|NABO|HTTX,1,underlyings,rfq
train,TECH|NABO|JEDI,1,underlyings,rfq
train,TECH|NABO|KYBR,1,underlyings,rfq
train,TECH|NABO|POBK,2,underlyings,rfq
train,TECH|NABO|REBL,2,underlyings,rfq
train,TECH|NABO|WOOK,2,underlyings,rfq
train,TECH|POBK,36,underlyings,rfq
train,TECH|POBK|BSKR,2,underlyings,rfq
train,TECH|POBK|CORL,1,underlyings,rfq
train,TECH|POBK|DRC,3,underlyings,rfq
train,TECH|POBK|HTTX,1,underlyings,rfq
train,TECH|POBK|JEDI,2,underlyings,rfq
train,TECH|POBK|MNDO,1,underlyings,rfq
train,TECH|POBK|SITH,1,underlyings,rfq
train,TECH|REBL,26,underlyings,rfq
train,TECH|REBL|CORL,2,underlyings,rfq
train,TECH|REBL|KYBR,1,underlyings,rfq
train,TECH|REBL|MNDO,3,underlyings,rfq
train,TECH|REBL|NABO,1,underlyings,rfq
train,TECH|REBL|POBK,1,underlyings,rfq
train,TECH|REBL|SITH,1,underlyings,rfq
train,TECH|REBL|WOOK,1,underlyings,rfq
train,TECH|SITH,34,underlyings,rfq
train,TECH|SITH|BSKR,1,underlyings,rfq
train,TECH|SITH|CLNE,1,underlyings,rfq
train,TECH|SITH|CORL,1,underlyings,rfq
train,TECH|SITH|POBK,1,underlyings,rfq
train,TECH|WOOK,27,underlyings,rfq
train,TECH|WOOK|CLNE,1,underlyings,rfq
train,TECH|WOOK|JEDI,2,underlyings,rfq
train,TECH|WOOK|KYBR,1,underlyings,rfq
train,TECH|WOOK|REBL,1,underlyings,rfq
train,WOOK,250,underlyings,rfq
train,WOOK|BSKR,24,underlyings,rfq
train,WOOK|BSKR|CLNE,1,underlyings,rfq
train,WOOK|BSKR|DRC,2,underlyings,rfq
train,WOOK|BSKR|HTTX,1,underlyings,rfq
train,WOOK|BSKR|MNDO,1,underlyings,rfq
train,WOOK|BSKR|NABO,2,underlyings,rfq
train,WOOK|BSKR|TECH,2,underlyings,rfq
train,WOOK|CLNE,27,underlyings,rfq
train,WOOK|CLNE|BSKR,1,underlyings,rfq
train,WOOK|CLNE|CORL,1,underlyings,rfq
train,WOOK|CLNE|DRC,1,underlyings,rfq
train,WOOK|CLNE|JEDI,1,underlyings,rfq
train,WOOK|CLNE|MNDO,1,underlyings,rfq
train,WOOK|CLNE|TECH,1,underlyings,rfq
train,WOOK|CORL,21,underlyings,rfq
train,WOOK|CORL|CLNE,1,underlyings,rfq
train,WOOK|CORL|HTTX,2,underlyings,rfq
train,WOOK|CORL|JEDI,1,underlyings,rfq
train,WOOK|CORL|KYBR,1,underlyings,rfq
train,WOOK|CORL|NABO,1,underlyings,rfq
train,WOOK|CORL|POBK,1,underlyings,rfq
train,WOOK|CORL|TECH,1,underlyings,rfq
train,WOOK|DRC,22,underlyings,rfq
train,WOOK|DRC|BSKR,1,underlyings,rfq
train,WOOK|DRC|CLNE,1,underlyings,rfq
train,WOOK|DRC|HTTX,3,underlyings,rfq
train,WOOK|DRC|JEDI,3,underlyings,rfq
train,WOOK|DRC|NABO,1,underlyings,rfq
train,WOOK|DRC|POBK,1,underlyings,rfq
train,WOOK|DRC|TECH,1,underlyings,rfq
train,WOOK|HTTX,32,underlyings,rfq
train,WOOK|HTTX|CLNE,1,underlyings,rfq
train,WOOK|HTTX|CORL,1,underlyings,rfq
train,WOOK|HTTX|DRC,2,underlyings,rfq
train,WOOK|HTTX|JEDI,1,underlyings,rfq
train,WOOK|HTTX|KYBR,1,underlyings,rfq
train,WOOK|HTTX|MNDO,1,underlyings,rfq
train,WOOK|HTTX|NABO,1,underlyings,rfq
train,WOOK|HTTX|POBK,1,underlyings,rfq
train,WOOK|HTTX|REBL,1,underlyings,rfq
train,WOOK|JEDI,24,underlyings,rfq
train,WOOK|JEDI|BSKR,1,underlyings,rfq
train,WOOK|JEDI|CORL,1,underlyings,rfq
train,WOOK|JEDI|DRC,1,underlyings,rfq
train,WOOK|JEDI|HTTX,1,underlyings,rfq
train,WOOK|JEDI|KYBR,1,underlyings,rfq
train,WOOK|JEDI|REBL,1,underlyings,rfq
train,WOOK|JEDI|TECH,4,underlyings,rfq
train,WOOK|KYBR,32,underlyings,rfq
train,WOOK|KYBR|CLNE,1,underlyings,rfq
train,WOOK|KYBR|DRC,2,underlyings,rfq
train,WOOK|KYBR|JEDI,2,underlyings,rfq
train,WOOK|KYBR|MNDO,1,underlyings,rfq
train,WOOK|KYBR|NABO,1,underlyings,rfq
train,WOOK|KYBR|REBL,1,underlyings,rfq
train,WOOK|KYBR|TECH,1,underlyings,rfq
train,WOOK|MNDO,29,underlyings,rfq
train,WOOK|MNDO|CORL,1,underlyings,rfq
train,WOOK|MNDO|HTTX,3,underlyings,rfq
train,WOOK|MNDO|JEDI,3,underlyings,rfq
train,WOOK|MNDO|NABO,2,underlyings,rfq
train,WOOK|NABO,34,underlyings,rfq
train,WOOK|NABO|CLNE,1,underlyings,rfq
train,WOOK|NABO|DRC,1,underlyings,rfq
train,WOOK|NABO|HTTX,2,underlyings,rfq
train,WOOK|NABO|JEDI,2,underlyings,rfq
train,WOOK|NABO|MNDO,1,underlyings,rfq
train,WOOK|NABO|POBK,1,underlyings,rfq
train,WOOK|NABO|REBL,1,underlyings,rfq
train,WOOK|NABO|SITH,1,underlyings,rfq
train,WOOK|NABO|TECH,1,underlyings,rfq
train,WOOK|POBK,20,underlyings,rfq
train,WOOK|POBK|CLNE,1,underlyings,rfq
train,WOOK|POBK|KYBR,4,underlyings,rfq
train,WOOK|POBK|NABO,1,underlyings,rfq
train,WOOK|POBK|REBL,1,underlyings,rfq
train,WOOK|POBK|SITH,1,underlyings,rfq
train,WOOK|REBL,26,underlyings,rfq
train,WOOK|REBL|CORL,1,underlyings,rfq
train,WOOK|REBL|HTTX,1,underlyings,rfq
train,WOOK|REBL|JEDI,3,underlyings,rfq
train,WOOK|REBL|KYBR,1,underlyings,rfq
train,WOOK|REBL|POBK,1,underlyings,rfq
train,WOOK|REBL|SITH,2,underlyings,rfq
train,WOOK|SITH,27,underlyings,rfq
train,WOOK|SITH|HTTX,1,underlyings,rfq
train,WOOK|SITH|KYBR,5,underlyings,rfq
train,WOOK|SITH|TECH,2,underlyings,rfq
train,WOOK|TECH,29,underlyings,rfq
train,WOOK|TECH|CLNE,1,underlyings,rfq
train,WOOK|TECH|CORL,1,underlyings,rfq
train,WOOK|TECH|HTTX,1,underlyings,rfq
train,WOOK|TECH|KYBR,2,underlyings,rfq
train,WOOK|TECH|MNDO,1,underlyings,rfq
train,WOOK|TECH|NABO,2,underlyings,rfq
train,WOOK|TECH|REBL,1,underlyings,rfq
validation,BSKR,42,underlyings,rfq
validation,BSKR|CLNE,1,underlyings,rfq
validation,BSKR|CLNE|REBL,1,underlyings,rfq
validation,BSKR|CORL,3,underlyings,rfq
validation,BSKR|DRC,5,underlyings,rfq
validation,BSKR|DRC|CORL,1,underlyings,rfq
validation,BSKR|HTTX,7,underlyings,rfq
validation,BSKR|HTTX|NABO,1,underlyings,rfq
validation,BSKR|HTTX|SITH,1,underlyings,rfq
validation,BSKR|HTTX|TECH,1,underlyings,rfq
validation,BSKR|HTTX|WOOK,1,underlyings,rfq
validation,BSKR|JEDI,6,underlyings,rfq
validation,BSKR|JEDI|DRC,1,underlyings,rfq
validation,BSKR|KYBR,9,underlyings,rfq
validation,BSKR|MNDO,6,underlyings,rfq
validation,BSKR|NABO,4,underlyings,rfq
validation,BSKR|NABO|TECH,2,underlyings,rfq
validation,BSKR|POBK,5,underlyings,rfq
validation,BSKR|POBK|REBL,1,underlyings,rfq
validation,BSKR|REBL,4,underlyings,rfq
validation,BSKR|REBL|CORL,1,underlyings,rfq
validation,BSKR|REBL|POBK,1,underlyings,rfq
validation,BSKR|SITH,2,underlyings,rfq
validation,BSKR|SITH|CORL,1,underlyings,rfq
validation,BSKR|SITH|KYBR,1,underlyings,rfq
validation,BSKR|TECH,1,underlyings,rfq
validation,BSKR|TECH|HTTX,1,underlyings,rfq
validation,BSKR|WOOK,4,underlyings,rfq
validation,BSKR|WOOK|CORL,1,underlyings,rfq
validation,BSKR|WOOK|HTTX,1,underlyings,rfq
validation,CLNE,39,underlyings,rfq
validation,CLNE|BSKR,9,underlyings,rfq
validation,CLNE|CORL,3,underlyings,rfq
validation,CLNE|CORL|HTTX,1,underlyings,rfq
validation,CLNE|CORL|JEDI,1,underlyings,rfq
validation,CLNE|DRC,2,underlyings,rfq
validation,CLNE|DRC|BSKR,1,underlyings,rfq
validation,CLNE|DRC|JEDI,1,underlyings,rfq
validation,CLNE|HTTX,3,underlyings,rfq
validation,CLNE|JEDI,3,underlyings,rfq
validation,CLNE|JEDI|KYBR,1,underlyings,rfq
validation,CLNE|JEDI|REBL,1,underlyings,rfq
validation,CLNE|KYBR,7,underlyings,rfq
validation,CLNE|MNDO,2,underlyings,rfq
validation,CLNE|MNDO|HTTX,1,underlyings,rfq
validation,CLNE|MNDO|REBL,1,underlyings,rfq
validation,CLNE|NABO,3,underlyings,rfq
validation,CLNE|POBK,9,underlyings,rfq
validation,CLNE|POBK|JEDI,1,underlyings,rfq
validation,CLNE|POBK|REBL,1,underlyings,rfq
validation,CLNE|REBL,5,underlyings,rfq
validation,CLNE|REBL|CORL,1,underlyings,rfq
validation,CLNE|SITH|WOOK,1,underlyings,rfq
validation,CLNE|TECH,2,underlyings,rfq
validation,CLNE|TECH|SITH,1,underlyings,rfq
validation,CLNE|WOOK,6,underlyings,rfq
validation,CLNE|WOOK|POBK,2,underlyings,rfq
validation,CORL,34,underlyings,rfq
validation,CORL|BSKR,3,underlyings,rfq
validation,CORL|BSKR|TECH,1,underlyings,rfq
validation,CORL|CLNE,6,underlyings,rfq
validation,CORL|CLNE|TECH,1,underlyings,rfq
validation,CORL|DRC,2,underlyings,rfq
validation,CORL|DRC|JEDI,1,underlyings,rfq
validation,CORL|DRC|POBK,1,underlyings,rfq
validation,CORL|HTTX,9,underlyings,rfq
validation,CORL|HTTX|CLNE,1,underlyings,rfq
validation,CORL|HTTX|REBL,1,underlyings,rfq
validation,CORL|HTTX|SITH,1,underlyings,rfq
validation,CORL|HTTX|WOOK,1,underlyings,rfq
validation,CORL|JEDI,5,underlyings,rfq
validation,CORL|JEDI|BSKR,1,underlyings,rfq
validation,CORL|JEDI|HTTX,1,underlyings,rfq
validation,CORL|KYBR,7,underlyings,rfq
validation,CORL|KYBR|CLNE,1,underlyings,rfq
validation,CORL|MNDO,4,underlyings,rfq
validation,CORL|MNDO|SITH,1,underlyings,rfq
validation,CORL|MNDO|WOOK,1,underlyings,rfq
validation,CORL|NABO,5,underlyings,rfq
validation,CORL|NABO|DRC,1,underlyings,rfq
validation,CORL|POBK,4,underlyings,rfq
validation,CORL|REBL,4,underlyings,rfq
validation,CORL|REBL|MNDO,1,underlyings,rfq
validation,CORL|REBL|NABO,1,underlyings,rfq
validation,CORL|REBL|WOOK,1,underlyings,rfq
validation,CORL|SITH,9,underlyings,rfq
validation,CORL|SITH|BSKR,1,underlyings,rfq
validation,CORL|SITH|DRC,1,underlyings,rfq
validation,CORL|SITH|WOOK,1,underlyings,rfq
validation,CORL|TECH,1,underlyings,rfq
validation,CORL|TECH|HTTX,1,underlyings,rfq
validation,CORL|TECH|MNDO,1,underlyings,rfq
validation,CORL|TECH|NABO,1,underlyings,rfq
validation,CORL|WOOK,5,underlyings,rfq
validation,CORL|WOOK|DRC,1,underlyings,rfq
validation,DRC,31,underlyings,rfq
validation,DRC|BSKR,5,underlyings,rfq
validation,DRC|BSKR|CLNE,1,underlyings,rfq
validation,DRC|CLNE,3,underlyings,rfq
validation,DRC|CLNE|REBL,1,underlyings,rfq
validation,DRC|CLNE|WOOK,1,underlyings,rfq
validation,DRC|CORL,6,underlyings,rfq
validation,DRC|CORL|HTTX,1,underlyings,rfq
validation,DRC|CORL|SITH,1,underlyings,rfq
validation,DRC|HTTX,4,underlyings,rfq
validation,DRC|HTTX|POBK,1,underlyings,rfq
validation,DRC|JEDI,3,underlyings,rfq
validation,DRC|KYBR,4,underlyings,rfq
validation,DRC|KYBR|WOOK,1,underlyings,rfq
validation,DRC|MNDO,2,underlyings,rfq
validation,DRC|MNDO|BSKR,1,underlyings,rfq
validation,DRC|MNDO|HTTX,1,underlyings,rfq
validation,DRC|NABO,9,underlyings,rfq
validation,DRC|NABO|POBK,1,underlyings,rfq
validation,DRC|NABO|WOOK,1,underlyings,rfq
validation,DRC|POBK,5,underlyings,rfq
validation,DRC|REBL,6,underlyings,rfq
validation,DRC|REBL|HTTX,1,underlyings,rfq
validation,DRC|REBL|SITH,1,underlyings,rfq
validation,DRC|SITH,5,underlyings,rfq
validation,DRC|SITH|CLNE,1,underlyings,rfq
validation,DRC|SITH|NABO,1,underlyings,rfq
validation,DRC|TECH,12,underlyings,rfq
validation,DRC|WOOK,3,underlyings,rfq
validation,DRC|WOOK|REBL,1,underlyings,rfq
validation,HTTX,50,underlyings,rfq
validation,HTTX|BSKR,6,underlyings,rfq
validation,HTTX|BSKR|CLNE,1,underlyings,rfq
validation,HTTX|BSKR|POBK,1,underlyings,rfq
validation,HTTX|CLNE,7,underlyings,rfq
validation,HTTX|CLNE|JEDI,1,underlyings,rfq
validation,HTTX|CORL,6,underlyings,rfq
validation,HTTX|CORL|KYBR,1,underlyings,rfq
validation,HTTX|DRC,3,underlyings,rfq
validation,HTTX|DRC|TECH,1,underlyings,rfq
validation,HTTX|JEDI,1,underlyings,rfq
validation,HTTX|JEDI|CORL,1,underlyings,rfq
validation,HTTX|KYBR,2,underlyings,rfq
validation,HTTX|KYBR|CLNE,1,underlyings,rfq
validation,HTTX|MNDO,6,underlyings,rfq
validation,HTTX|MNDO|CLNE,1,underlyings,rfq
validation,HTTX|MNDO|NABO,1,underlyings,rfq
validation,HTTX|NABO,4,underlyings,rfq
validation,HTTX|POBK,2,underlyings,rfq
validation,HTTX|POBK|JEDI,1,underlyings,rfq
validation,HTTX|POBK|KYBR,1,underlyings,rfq
validation,HTTX|POBK|MNDO,1,underlyings,rfq
validation,HTTX|POBK|NABO,2,underlyings,rfq
validation,HTTX|POBK|REBL,1,underlyings,rfq
validation,HTTX|REBL,6,underlyings,rfq
validation,HTTX|REBL|CLNE,1,underlyings,rfq
validation,HTTX|SITH,1,underlyings,rfq
validation,HTTX|SITH|KYBR,1,underlyings,rfq
validation,HTTX|SITH|TECH,1,underlyings,rfq
validation,HTTX|TECH,8,underlyings,rfq
validation,HTTX|TECH|POBK,1,underlyings,rfq
validation,HTTX|WOOK,6,underlyings,rfq
validation,HTTX|WOOK|BSKR,1,underlyings,rfq
validation,HTTX|WOOK|JEDI,1,underlyings,rfq
validation,JEDI,27,underlyings,rfq
validation,JEDI|BSKR,3,underlyings,rfq
validation,JEDI|BSKR|WOOK,1,underlyings,rfq
validation,JEDI|CLNE,1,underlyings,rfq
validation,JEDI|CLNE|BSKR,1,underlyings,rfq
validation,JEDI|CLNE|TECH,2,underlyings,rfq
validation,JEDI|CORL,4,underlyings,rfq
validation,JEDI|CORL|MNDO,1,underlyings,rfq
validation,JEDI|CORL|REBL,1,underlyings,rfq
validation,JEDI|DRC,4,underlyings,rfq
validation,JEDI|DRC|BSKR,1,underlyings,rfq
validation,JEDI|DRC|SITH,1,underlyings,rfq
validation,JEDI|HTTX,3,underlyings,rfq
validation,JEDI|HTTX|KYBR,1,underlyings,rfq
validation,JEDI|KYBR,6,underlyings,rfq
validation,JEDI|MNDO,6,underlyings,rfq
validation,JEDI|MNDO|KYBR,1,underlyings,rfq
validation,JEDI|MNDO|NABO,1,underlyings,rfq
validation,JEDI|NABO,3,underlyings,rfq
validation,JEDI|NABO|BSKR,1,underlyings,rfq
validation,JEDI|NABO|MNDO,1,underlyings,rfq
validation,JEDI|POBK,3,underlyings,rfq
validation,JEDI|POBK|HTTX,1,underlyings,rfq
validation,JEDI|REBL,1,underlyings,rfq
validation,JEDI|REBL|DRC,2,underlyings,rfq
validation,JEDI|SITH,2,underlyings,rfq
validation,JEDI|TECH,4,underlyings,rfq
validation,JEDI|TECH|CORL,1,underlyings,rfq
validation,JEDI|TECH|SITH,1,underlyings,rfq
validation,JEDI|WOOK,8,underlyings,rfq
validation,KYBR,30,underlyings,rfq
validation,KYBR|BSKR,2,underlyings,rfq
validation,KYBR|BSKR|CORL,1,underlyings,rfq
